"REC_REF_KEY","MODEL_NUM_1","BRAND_NAME","EE_RATIO","COOL_CAP_KW","COOL_CAP_BTU","PROD_CLASS_LABEL_EN","PROD_CLASS_LABEL_FR","HEAT_ELEMENT_LABEL_EN","HEAT_ELEMENT_LABEL_FR","VOLTAGE_LABEL_EN","VOLTAGE_LABEL_FR","ENERGUIDE_LABEL_EN","ENERGUIDE_LABEL_FR","REVERSE_CYCLES_LABEL_EN","REVERSE_CYCLES_LABEL_FR","AMPS"
8799114,"US12D30B","Friedrich",9.8,3.367,11500,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.3
8799115,"US14D30B","Friedrich",8.5,3.807,13000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7
8799116,"UE08D11B","Friedrich",9.6,2.342,8000,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.5
8799117,"UE10D33B","Friedrich",9.4,2.928,10000,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.7
8799118,"UE12D33B","Friedrich",9.4,3.367,11500,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.6
8799119,"CP05G10A","Friedrich",10.7,1.596,5450,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.8
8799120,"CP06G10A","Friedrich",11.2,1.757,6000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.9
8799121,"CP08G10A","Friedrich",11.2,2.284,7800,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.3
8799122,"EP18G33-A","Friedrich",9.7,5.271,18000,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",8.3
8799123,"US10D30A","Friedrich",9.4,2.928,10000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.7
8799124,"US14D30A","Friedrich",8.5,3.807,13000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7
8920389,"RADS-123L","Comfort-Aire",11.3,3.514,12000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.7
8952630,"GAE09AA-D3RNA2A","Gree",9.8,2.694,9200,"louvered","appareils à évents lame","-","-","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",
8952631,"GAA09AA-A3RNA2A","Gree",9.4,2.635,9000,"louvered","appareils à évents lame","-","-","120","120","louvred with reverse cycle","à lames et avec cycle réversible","with a reverse cycle","à cycle réversible",
8952632,"GJC06BK-A3RNH1F","Gree",10.7,1.874,6400,"louvered","appareils à évents lame","-","-","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",
8952633,"GJC05BK-A3RND2B","Gree",10.7,1.523,5200,"louvered","appareils à évents lame","-","-","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",
8952634,"PCNTB09K3C4-D","Perfect Comfort",9.8,2.694,9200,"louvered","appareils à évents lame","-","-","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",
8952635,"PCNTB12K3C4-D","Perfect Comfort",9.8,3.455,11800,"louvered","appareils à évents lame","-","-","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",
8952636,"PCNTB09L1H4-D","Perfect Comfort",9.4,2.635,9000,"louvered","appareils à évents lame","-","-","120","120","louvred with reverse cycle","à lames et avec cycle réversible","with a reverse cycle","à cycle réversible",
8952705,"R-51L","Comfort-Aire",9.7,1.464,5000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.8
8952706,"RADS-51L","Comfort-Aire",11.2,1.464,5000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",3.88
8952707,"RADS-61L","Comfort-Aire",11.2,1.757,6000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5
8952708,"RADS-81L","Comfort-Aire",11.3,2.342,8000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.2
8952709,"RADS-101L","Comfort-Aire",11.3,2.928,10000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.7
8952710,"RADS-121L","Comfort-Aire",11.3,3.514,12000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",9.5
8952711,"RADS-151L","Comfort-Aire",11.2,4.392,15000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",12
8952712,"RADS-183L","Comfort-Aire",11.2,5.417,18500,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.3
8952713,"RADS-223L","Comfort-Aire",9.8,6.442,22000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",10
8952714,"RADS-253L","Comfort-Aire",9.8,7.32,25000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",11.3
8952715,"RG-51L","Comfort-Aire",9.7,1.464,5000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.8
8952716,"CGRADS-51L","Comfort-Aire",11.2,1.464,5000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",3.88
8952717,"CGRADS-61L","Comfort-Aire",11.2,1.757,6000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5
8952718,"CGRADS-81L","Comfort-Aire",11.3,2.342,8000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.2
8952719,"CGRADS-101L","Comfort-Aire",11.3,2.928,10000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.7
8952720,"CGRADS-121L","Comfort-Aire",11.3,3.514,12000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",9.5
8952721,"CGRADS-151L","Comfort-Aire",11.2,4.392,15000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",12
8952722,"CGRADS-183L","Comfort-Aire",11.2,5.417,18500,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.3
8952723,"CGRADS-223L","Comfort-Aire",9.8,6.442,22000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",10
8952724,"CGRADS-253L","Comfort-Aire",9.8,7.32,25000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",11.3
8952730,"MAC050MB1G","Mainstays",9.7,1.464,5000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.8
8952731,"DAC150EB1GDB","Danby",11.2,4.392,15000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",11.7
8952732,"DAC060EB2GDB","Danby",11.2,1.757,6000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5
8952733,"DAC080EB2GDB","Danby",11.3,2.342,8000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.2
